team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,ONVO BÜYÜKÇEKMECE BASKETBOL,290.1,346.0,"[5, 6, 9, 12, 13]",5|6|9|12|13,7,7,6,3,5,-2,42.857142857142854,83.33333333333333,2,01:12:00,3,10:00:00,39,47,42,52,Unknownx5,5,5|6|9|12|13,1:5|1:6|1:9|1:12|1:13,"[5, 6, 9, 12, 13]","['1:5', '1:6', '1:9', '1:12', '1:13']","['J. Lecque', 'J. Johnson', 'C. Turgut', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,346.1,395.0,"[5, 6, 7, 11, 13]",5|6|7|11|13,5,5,6,0,4,-4,0.0,66.66666666666667,3,10:00:00,3,07:51:00,42,52,42,56,Unknownx5,5,5|6|7|11|13,1:5|1:6|1:7|1:11|1:13,"[5, 6, 7, 11, 13]","['1:5', '1:6', '1:7', '1:11', '1:13']","['J. Lecque', 'J. Johnson', 'S. Pipes Jr', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,395.1,476.0,"[5, 7, 10, 12, 13]",5|7|10|12|13,14,14,14,6,11,-5,42.857142857142854,78.57142857142857,3,07:51:00,3,04:01:00,42,56,48,67,Unknownx5,5,5|7|10|12|13,1:5|1:7|1:10|1:12|1:13,"[5, 7, 10, 12, 13]","['1:5', '1:7', '1:10', '1:12', '1:13']","['J. Lecque', 'S. Pipes Jr', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,476.1,502.0,"[5, 6, 10, 12, 13]",5|6|10|12|13,4,4,3,1,2,-1,25.0,66.66666666666667,3,04:01:00,3,03:29:00,48,67,49,69,Unknownx5,5,5|6|10|12|13,1:5|1:6|1:10|1:12|1:13,"[5, 6, 10, 12, 13]","['1:5', '1:6', '1:10', '1:12', '1:13']","['J. Lecque', 'J. Johnson', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,502.1,517.0,"[5, 6, 10, 11, 13]",5|6|10|11|13,3,3,3,2,1,1,66.66666666666667,33.333333333333336,3,03:29:00,3,02:06:00,49,69,51,70,Unknownx5,5,5|6|10|11|13,1:5|1:6|1:10|1:11|1:13,"[5, 6, 10, 11, 13]","['1:5', '1:6', '1:10', '1:11', '1:13']","['J. Lecque', 'J. Johnson', 'M. Türen', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,517.1,527.0,"[6, 7, 10, 11, 13]",6|7|10|11|13,1,1,2,0,2,-2,0.0,100.0,3,02:06:00,3,01:28:00,51,70,51,72,Unknownx5,5,6|7|10|11|13,1:6|1:7|1:10|1:11|1:13,"[6, 7, 10, 11, 13]","['1:6', '1:7', '1:10', '1:11', '1:13']","['J. Johnson', 'S. Pipes Jr', 'M. Türen', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,527.1,555.0,"[5, 6, 7, 10, 11]",5|6|7|10|11,5,5,4,6,4,2,120.0,100.0,3,01:28:00,3,00:20:40,51,72,57,76,Unknownx5,5,5|6|7|10|11,1:5|1:6|1:7|1:10|1:11,"[5, 6, 7, 10, 11]","['1:5', '1:6', '1:7', '1:10', '1:11']","['J. Lecque', 'J. Johnson', 'S. Pipes Jr', 'M. Türen', 'M. Senli']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,555.1,562.0,"[6, 7, 8, 10, 11]",6|7|8|10|11,0,0,0,0,0,0,,,3,00:20:40,4,10:00:00,57,76,57,76,Unknownx5,5,6|7|8|10|11,1:6|1:7|1:8|1:10|1:11,"[6, 7, 8, 10, 11]","['1:6', '1:7', '1:8', '1:10', '1:11']","['J. Johnson', 'S. Pipes Jr', 'Y. Özkan', 'M. Türen', 'M. Senli']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,562.1,621.0,"[5, 7, 10, 11, 13]",5|7|10|11|13,7,7,8,9,10,-1,128.57142857142858,125.0,4,10:00:00,4,06:28:00,57,76,66,86,Unknownx5,5,5|7|10|11|13,1:5|1:7|1:10|1:11|1:13,"[5, 7, 10, 11, 13]","['1:5', '1:7', '1:10', '1:11', '1:13']","['J. Lecque', 'S. Pipes Jr', 'M. Türen', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,621.1,661.0,"[5, 6, 8, 11, 13]",5|6|8|11|13,8,8,7,7,6,1,87.5,85.71428571428571,4,06:28:00,4,03:55:00,66,86,73,92,Unknownx5,5,5|6|8|11|13,1:5|1:6|1:8|1:11|1:13,"[5, 6, 8, 11, 13]","['1:5', '1:6', '1:8', '1:11', '1:13']","['J. Lecque', 'J. Johnson', 'Y. Özkan', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
1,ONVO BÜYÜKÇEKMECE BASKETBOL,661.1,720.0,"[6, 7, 8, 9, 10]",6|7|8|9|10,12,12,12,8,4,4,66.66666666666667,33.333333333333336,4,03:55:00,4,00:00:00,73,92,81,96,Unknownx5,5,6|7|8|9|10,1:6|1:7|1:8|1:9|1:10,"[6, 7, 8, 9, 10]","['1:6', '1:7', '1:8', '1:9', '1:10']","['J. Johnson', 'S. Pipes Jr', 'Y. Özkan', 'C. Turgut', 'M. Türen']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,BAHÇESEHIR KOLEJI,1.0,56.0,"[1, 75, 77, 80, 81]",1|75|77|80|81,11,11,11,8,11,-3,72.72727272727273,100.0,1,10:00:00,1,05:49:00,0,0,8,11,Unknownx5,5,1|75|77|80|81,2:1|2:75|2:77|2:80|2:81,"[1, 75, 77, 80, 81]","['2:1', '2:75', '2:77', '2:80', '2:81']","['I. Akpinar', 'T. Cavanaugh', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,56.1,111.0,"[64, 74, 75, 79, 81]",64|74|75|79|81,9,9,9,7,8,-1,77.77777777777777,88.88888888888889,1,05:49:00,1,02:39:00,8,11,15,19,Unknownx5,5,64|74|75|79|81,2:64|2:74|2:75|2:79|2:81,"[64, 74, 75, 79, 81]","['2:64', '2:74', '2:75', '2:79', '2:81']","['F. Haltali', 'M. Ponitka', 'T. Cavanaugh', 'H. Hale', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,111.1,129.0,"[3, 64, 74, 76, 79]",3|64|74|76|79,3,3,4,5,3,2,166.66666666666666,75.0,1,02:39:00,1,01:36:00,15,19,20,22,Unknownx5,5,3|64|74|76|79,2:3|2:64|2:74|2:76|2:79,"[3, 64, 74, 76, 79]","['2:3', '2:64', '2:74', '2:76', '2:79']","['G. Bas', 'F. Haltali', 'M. Ponitka', 'C. Homesley', 'H. Hale']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,129.1,200.0,"[3, 74, 76, 79, 80]",3|74|76|79|80,11,11,11,11,11,0,100.0,100.0,1,01:36:00,2,06:29:00,20,22,31,33,Unknownx5,5,3|74|76|79|80,2:3|2:74|2:76|2:79|2:80,"[3, 74, 76, 79, 80]","['2:3', '2:74', '2:76', '2:79', '2:80']","['G. Bas', 'M. Ponitka', 'C. Homesley', 'H. Hale', 'T. Williams']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,200.1,215.0,"[3, 76, 77, 79, 80]",3|76|77|79|80,3,3,2,3,0,3,100.0,0.0,2,06:29:00,2,05:35:00,31,33,34,33,Unknownx5,5,3|76|77|79|80,2:3|2:76|2:77|2:79|2:80,"[3, 76, 77, 79, 80]","['2:3', '2:76', '2:77', '2:79', '2:80']","['G. Bas', 'C. Homesley', 'M. Mitchell Ii', 'H. Hale', 'T. Williams']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,215.1,227.0,"[3, 76, 77, 80, 81]",3|76|77|80|81,2,2,2,3,2,1,150.0,100.0,2,05:35:00,2,04:55:00,34,33,37,35,Unknownx5,5,3|76|77|80|81,2:3|2:76|2:77|2:80|2:81,"[3, 76, 77, 80, 81]","['2:3', '2:76', '2:77', '2:80', '2:81']","['G. Bas', 'C. Homesley', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,227.1,237.0,"[3, 64, 76, 77, 81]",3|64|76|77|81,0,0,0,0,0,0,,,2,04:55:00,2,04:32:00,37,35,37,35,Unknownx5,5,3|64|76|77|81,2:3|2:64|2:76|2:77|2:81,"[3, 64, 76, 77, 81]","['2:3', '2:64', '2:76', '2:77', '2:81']","['G. Bas', 'F. Haltali', 'C. Homesley', 'M. Mitchell Ii', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,237.1,310.0,"[1, 64, 75, 77, 81]",1|64|75|77|81,11,11,11,13,5,8,118.18181818181819,45.45454545454545,2,04:32:00,2,00:37:30,37,35,50,40,Unknownx5,5,1|64|75|77|81,2:1|2:64|2:75|2:77|2:81,"[1, 64, 75, 77, 81]","['2:1', '2:64', '2:75', '2:77', '2:81']","['I. Akpinar', 'F. Haltali', 'T. Cavanaugh', 'M. Mitchell Ii', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,310.1,326.0,"[64, 75, 76, 79, 81]",64|75|76|79|81,1,1,2,0,0,0,0.0,0.0,2,00:37:30,2,00:11:80,50,40,50,40,Unknownx5,5,64|75|76|79|81,2:64|2:75|2:76|2:79|2:81,"[64, 75, 76, 79, 81]","['2:64', '2:75', '2:76', '2:79', '2:81']","['F. Haltali', 'T. Cavanaugh', 'C. Homesley', 'H. Hale', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,326.1,350.0,"[3, 75, 76, 77, 79]",3|75|76|77|79,2,2,2,2,2,0,100.0,100.0,2,00:11:80,3,10:00:00,50,40,52,42,Unknownx5,5,3|75|76|77|79,2:3|2:75|2:76|2:77|2:79,"[3, 75, 76, 77, 79]","['2:3', '2:75', '2:76', '2:77', '2:79']","['G. Bas', 'T. Cavanaugh', 'C. Homesley', 'M. Mitchell Ii', 'H. Hale']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,350.1,425.0,"[64, 74, 75, 79, 81]",64|74|75|79|81,12,12,11,8,1,7,66.66666666666667,9.090909090909092,3,10:00:00,3,06:36:00,52,42,60,43,Unknownx5,5,64|74|75|79|81,2:64|2:74|2:75|2:79|2:81,"[64, 74, 75, 79, 81]","['2:64', '2:74', '2:75', '2:79', '2:81']","['F. Haltali', 'M. Ponitka', 'T. Cavanaugh', 'H. Hale', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,425.1,456.0,"[1, 74, 75, 80, 81]",1|74|75|80|81,3,3,4,3,5,-2,100.0,125.0,3,06:36:00,3,04:42:00,60,43,63,48,Unknownx5,5,1|74|75|80|81,2:1|2:74|2:75|2:80|2:81,"[1, 74, 75, 80, 81]","['2:1', '2:74', '2:75', '2:80', '2:81']","['I. Akpinar', 'M. Ponitka', 'T. Cavanaugh', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,456.1,478.0,"[1, 3, 74, 80, 81]",1|3|74|80|81,5,5,4,4,0,4,80.0,0.0,3,04:42:00,3,04:01:00,63,48,67,48,Unknownx5,5,1|3|74|80|81,2:1|2:3|2:74|2:80|2:81,"[1, 3, 74, 80, 81]","['2:1', '2:3', '2:74', '2:80', '2:81']","['I. Akpinar', 'G. Bas', 'M. Ponitka', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,478.1,547.0,"[1, 3, 76, 77, 80]",1|3|76|77|80,11,11,12,9,7,2,81.81818181818181,58.333333333333336,3,04:01:00,3,00:34:50,67,48,76,55,Unknownx5,5,1|3|76|77|80,2:1|2:3|2:76|2:77|2:80,"[1, 3, 76, 77, 80]","['2:1', '2:3', '2:76', '2:77', '2:80']","['I. Akpinar', 'G. Bas', 'C. Homesley', 'M. Mitchell Ii', 'T. Williams']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,547.1,568.0,"[1, 3, 65, 76, 77]",1|3|65|76|77,1,1,1,0,2,-2,0.0,200.0,3,00:34:50,4,10:00:00,76,55,76,57,Unknownx5,5,1|3|65|76|77,2:1|2:3|2:65|2:76|2:77,"[1, 3, 65, 76, 77]","['2:1', '2:3', '2:65', '2:76', '2:77']","['I. Akpinar', 'G. Bas', 'C. Coskun', 'C. Homesley', 'M. Mitchell Ii']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,568.1,607.0,"[3, 76, 77, 79, 80]",3|76|77|79|80,6,6,5,8,7,1,133.33333333333334,140.0,4,10:00:00,4,07:36:00,76,57,84,64,Unknownx5,5,3|76|77|79|80,2:3|2:76|2:77|2:79|2:80,"[3, 76, 77, 79, 80]","['2:3', '2:76', '2:77', '2:79', '2:80']","['G. Bas', 'C. Homesley', 'M. Mitchell Ii', 'H. Hale', 'T. Williams']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,607.1,643.0,"[64, 74, 75, 76, 79]",64|74|75|76|79,6,6,6,4,4,0,66.66666666666667,66.66666666666667,4,07:36:00,4,05:41:00,84,64,88,68,Unknownx5,5,64|74|75|76|79,2:64|2:74|2:75|2:76|2:79,"[64, 74, 75, 76, 79]","['2:64', '2:74', '2:75', '2:76', '2:79']","['F. Haltali', 'M. Ponitka', 'T. Cavanaugh', 'C. Homesley', 'H. Hale']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,643.1,667.0,"[64, 65, 74, 75, 81]",64|65|74|75|81,3,3,4,4,5,-1,133.33333333333334,125.0,4,05:41:00,4,03:55:00,88,68,92,73,Unknownx5,5,64|65|74|75|81,2:64|2:65|2:74|2:75|2:81,"[64, 65, 74, 75, 81]","['2:64', '2:65', '2:74', '2:75', '2:81']","['F. Haltali', 'C. Coskun', 'M. Ponitka', 'T. Cavanaugh', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,667.1,679.0,"[1, 64, 65, 75, 81]",1|64|65|75|81,4,4,3,2,2,0,50.0,66.66666666666667,4,03:55:00,4,02:42:00,92,73,94,75,Unknownx5,5,1|64|65|75|81,2:1|2:64|2:65|2:75|2:81,"[1, 64, 65, 75, 81]","['2:1', '2:64', '2:65', '2:75', '2:81']","['I. Akpinar', 'F. Haltali', 'C. Coskun', 'T. Cavanaugh', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,679.1,720.0,"[1, 3, 64, 65, 81]",1|3|64|65|81,8,8,9,2,6,-4,25.0,66.66666666666667,4,02:42:00,4,00:00:00,94,75,96,81,Unknownx5,5,1|3|64|65|81,2:1|2:3|2:64|2:65|2:81,"[1, 3, 64, 65, 81]","['2:1', '2:3', '2:64', '2:65', '2:81']","['I. Akpinar', 'G. Bas', 'F. Haltali', 'C. Coskun', 'M. Flynn']",BAHÇESEHIR KOLEJI
